Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Exit Code,Total Time,Virtual Memory (kB),Real Memory (kB)
gssb_get_sun,'',com_send_rpt,'1819226370 |c_oi',rw_set_speed,'-188256472 -1974426927',test,'?|',com_send_cmd,'1251456614 {',obc_set_pwm_freq,'-684514485 123134286406645627328777117498850879388',tm_send_from,'8799453441399570736 18230850965731854815 7259622035201035344',gssb_get_version,'',gssb_scan,'1553102565 1911418122',gssb_get_sun,'',eps_get_config,'',init_dummy_sensor,'',gssb_fss_get_sun,'',com_set_config,'*0w6q\~ :IhA<&PPX3',fp_reset,'',gssb_fss_get_temp,'',rw_get_speed,'',drp_get_vars,'',tm_parse_status,'',com_set_node,'-769312863',obc_set_tle,'-993681281 ',gssb_select,'-561847311',com_set_node,'380684914',obc_debug,'611370265',obc_get_time,'94079576',gssb_reset,'',gssb_fss_get_temp,'',fp_set_cmd_unix,'1882547329 -1155846092 -2101759816 cIa <',obc_get_mem,'',obc_set_pwm_freq,'2129260219 22115427560594560457042565785173557442',gssb_msp_get_temp,'',obc_get_sensors,'',gssb_set_addr,'101985671',tm_set_ack,'16876020148626029430 6870065401146295667',com_set_node,'-1169219953',obc_update_tle,'',rw_set_speed,'-73911511 910474853',drp_set_var,'820704252 -938978923',tm_send_from,'17952241038241020521 9087706984904714190 8400909741092809744',obc_get_time,'-114919155',obc_pwm_pwr,'224907098',eps_hard_reset,'',gssb_set_addr,'-793775333',gssb_fss_commit_config,'',drp_clear_gnd_wdt,'',set_state,'12979289454816092915 1046415382622223106 -739269903',gssb_fss_get_sun,'',gssb_reset,'',gssb_msp_get_temp,'',obc_prop_tle,'-3720808641827557279',-11,8.150147676467896,444020.0,10660.0
obc_get_tle,'',help,'',fp_del_cmd_unix,'-1137039618',gssb_get_temp,'',com_send_data,"'"":`4v'",obc_get_mem,'',com_send_data,'zdTCKJo?j.',com_ping,'1643887260',fp_set_cmd,"'-16012312 -1019344298 1355486468 984016425 1994548456 -1457456644 -849385601 -822162189 ,v*`\ A'",eps_get_hk,'',obc_get_time,'-1306500404',gssb_pwr,'1978878047 431333613',obc_set_pwm_duty,'790900479 -1083539052',obc_update_tle,'',gssb_get_temp,'',fp_set_cmd,'-988789982 -1310677599 1004734375 -324477760 564532180 1800316225 -1563289338 -2041160683 AD}jcA# bz7HX^{w7b',drp_ebf,'-1228405186',drp_set_var,'-945571571 -1519909355',init_dummy_sensor,'',rw_get_current,'',fp_set_cmd,'278526523 1459284925 1175600408 -1141604613 -928675344 947537549 -1979817518 1528928986 &?;HMI Q',com_send_cmd,'-1443671273 rN~kwr<2^U',fp_test_params,'-757389571 cLooJ* -716983770',gssb_get_temp,'',tm_set_ack,'14017266036883692343 2537744836225633855',set_state,'14352886446209020509 7698521697747959426 807582089',fp_set_cmd_dt,'-795307820 -229355157 732428852 D7#T8BEP?) WDCsK%',obc_update_status,'',gssb_fss_get_temp,'',com_get_config,'o@/F',gssb_fss_get_sun,'',com_reset_wdt,'-2052792714',obc_get_mem,'',eps_update_status,'',fp_del_cmd,'1030817058 785627007 -1569124293 1165364050 -1558676823 -1554035961',fp_test_params,'-717702088 'g`>`/ -470202558',set_state,'3738229115485340304 8892617812450582734 -1903004498',com_get_config,"'""'",com_set_node,'1407252499',obc_get_tle,'',com_send_data,'tt4',fp_set_cmd_dt,'295104966 -1469985108 33164307 L dsy!041!b',gssb_antenna_release,'-349436698 -1714059896 -1682135771 -692961714',eps_hard_reset,'',tm_get_last,'5356480760832485734',drp_test_system_vars,'',gssb_select,'-1470745349',gssb_fss_set_config,'641389462',com_set_config,'lH] %X',gssb_get_temp_int,'',-6,6.33159327507019,444020.0,10656.0
fp_reset,'',gssb_reset,'',com_get_config,'Q*q',drp_clear_gnd_wdt,'',com_update_status,'',eps_hard_reset,'',rw_get_current,'',obc_set_tle,'-2039221690 t=`\',gssb_select,'-1815537933',gssb_unlock_config,'-593323548',gssb_reset,'',eps_hard_reset,'',obc_set_pwm_duty,'1235882878 -1845846184',gssb_get_temp,'',eps_get_hk,'',com_send_data,'G',drp_ebf,'-1134603130',gssb_set_burn_config,'446733579 1153352395 -1996569844 -803197947 1937017311 728353203 -1848184142',com_send_rpt,"'1685422277 ,1d^O4MyGF'",com_send_rpt,'1620811884 Lq{',gssb_reset,'',init_dummy_sensor,'',com_get_node,'',fp_show,'',com_set_config,"',&H L/_*#kGSA'",obc_ident,'',fp_del_cmd,'1184836588 -1197075107 -1784440310 1117708229 -286860807 -1222241872',init_dummy_sensor,'',com_send_data,'UF6%v=m:t',obc_update_status,'',gssb_arm_auto,'-201695785',gssb_get_temp,'',drp_clear_gnd_wdt,'',help,'',obc_debug,'899962732',tm_send_all,'17803390445950873517 14750512817519922861',com_set_config,'MF-^ZuOi] q>S',gssb_select,'1727947350',gssb_get_burn_config,'',tm_set_ack,'94704604040612341 18050523486894774977',com_reset_wdt,'-624836008',com_get_config,'/V?',fp_set_cmd_unix,'-143529721 1270025115 -758005531 h}fw/AY o!P',com_send_cmd,'-127692356 z~:',gssb_reset,'',gssb_pwr,'-1782013444 897740252',fp_reset,'',fp_reset,'',gssb_get_temp_int,'',rw_set_speed,'2009852112 -1793609353',-6,8.238121032714844,444020.0,10608.0
gssb_arm_auto,'1260457550',gssb_msp_cal_temp,'-1427770021 1379034854',tm_send_status,'-1830272127',com_set_config,"'m1A!n Wt\^*,O.'",com_send_tc,'1042542050 PT{C',gssb_get_burn_config,'',eps_get_config,'',com_reset_wdt,'46175268',gssb_get_uuid,'',drp_add_hrs_alive,'1987557503',obc_set_pwm_freq,'1049220218 249982348184969924631400964909214525965',gssb_arm_auto,'1138913006',gssb_pwr,'-398527944 2100291850',gssb_commit_addr,'',eps_update_status,'',tm_set_ack,'9456451792137376754 5748991936008298492',obc_debug,'-864651249',com_set_config,'UaV *Ur+beN',com_get_config,'D=~',gssb_fss_get_temp,'',obc_update_tle,'',init_dummy_sensor,'',eps_get_hk,'',obc_get_sensors,'',drp_get_vars,'',obc_get_mem,'',obc_pwm_pwr,'-1412462850',obc_update_tle,'',obc_pwm_pwr,'-1810451104',drp_set_var,'275340439 1824175598',fp_set_cmd,"'-1474397990 1526833213 203604238 126116854 890950083 640420668 319293685 -77104837 P4?8u,=7 *'",test,'X+Ka6q2s',obc_get_sensors,'',rw_set_speed,'-189969621 -561682586',eps_update_status,'',obc_get_mem,'',gssb_get_model,'',set_state,'12423489530661266897 18389712182231101917 -411856948',gssb_reset,'',tm_set_ack,'14113115891545708360 17616952267997615453',gssb_msp_get_temp,'',com_set_node,'562818296',gssb_msp_get_temp,'',fp_test_params,'483038035 ;;z<X- -1831685948',drp_clear_gnd_wdt,'',com_debug,'',gssb_get_uuid,'',drp_set_var,'-1600380683 2008175860',eps_update_status,'',test,'gimCWI%T:T',-6,6.612515926361084,444020.0,10656.0
gssb_arm_auto,'985785890',obc_get_time,'1155108000',rw_get_speed,'',gssb_select,'1947229646',rw_set_speed,'975734520 51258195',com_set_config,'#5 M#',obc_update_tle,'',com_set_node,'-1546768095',com_set_node,'705261407',com_set_config,'Sq^};s RhYtk[gE',gssb_msp_get_temp,'',obc_ident,'',gssb_select,'519722818',tm_send_last,'8501944355222299795 8237565711621481889',com_set_config,'Q?PpH ',gssb_select,'-1487995376',gssb_get_model,'',com_send_cmd,"'591000305 ""m''",com_update_status,'',gssb_get_version,'',rw_set_speed,'-1562548212 200729111',com_set_config,'Q%/t%auGj K?A',com_send_data,'ihB?T',com_set_node,'-367225536',gssb_get_uuid,'',gssb_reset,'',obc_update_tle,'',com_debug,'',com_get_config,'hOyO',obc_get_mem,'',obc_prop_tle,'7247415903172530977',tm_parse_status,'',gssb_msp_get_temp,'',gssb_set_burn_config,'-1176295202 1760313122 758834969 62295123 -1891819034 479169045 2081620398',gssb_scan,'1776323411 312263507',com_send_cmd,'-473744841 6zL|',gssb_get_version,'',set_state,'15901779420588819509 1996937823613836154 -1912178244',gssb_reset,'',gssb_fss_get_sun,'',gssb_get_temp_int,'',drp_set_var,'323843253 1874660622',tm_parse_status,'',gssb_get_sun,'',gssb_fss_commit_config,'',gssb_get_sun,'',gssb_burn,'',drp_get_vars,'',drp_add_hrs_alive,'-1161031950',com_set_node,'-1386445364',0,10.52642297744751,444020.0,10584.0
gssb_get_burn_config,'',fp_reset,'',tm_send_last,'677670230920863584 1938177865938732999',gssb_get_uuid,'',obc_pwm_pwr,'-1058825796',obc_prop_tle,'6461974253633559978',fp_del_cmd_unix,'-317897619',set_state,'11423598091510974623 8364540421481417568 2118086132',gssb_burn,'',obc_get_tle,'',gssb_select,'-474843666',com_send_data,'s:YF=}\C',drp_set_deployed,'-314064098',com_update_status,'',rw_get_current,'',fp_test_params,'513553126 Upr{%s -403119138',tm_send_all,'3283077970889587618 9846930981581585359',gssb_select,'652421967',com_get_node,'',tm_parse_status,'',rw_get_current,'',com_set_config,'Bu*Z$ ',eps_get_config,'',drp_set_var,'1602341965 832016216',obc_update_status,'',drp_add_hrs_alive,'-746432191',eps_update_status,'',drp_ebf,'1239821195',com_get_config,'G=',gssb_fss_get_sun,'',fp_show,'',tm_send_from,'9639688278974765067 15500347581253233351 17484862858100174947',gssb_unlock_config,'1097846015',gssb_fss_set_config,'-2003718901',eps_hard_reset,'',obc_get_tle,'',fp_set_cmd_dt,'-2054388306 -985610904 -1589071867 ?$ES ',eps_hard_reset,'',obc_set_pwm_freq,'927145920 -130992722308205612421019382456306509575',obc_prop_tle,'790703576623613060',gssb_fss_commit_config,'',gssb_get_status,'',obc_set_tle,'-1864521347 XtQV',tm_get_last,'12632148648505021995',tm_set_ack,'16072121662088851286 10267151764684900584',com_send_tc,'1471439299 3IKp<=',com_debug,'',obc_update_status,'',obc_debug,'165536871',com_get_node,'',-6,6.657746076583862,444020.0,10828.0
gssb_antenna_release,'1911491853 -2029796826 -1193262796 -1256067024',drp_add_hrs_alive,'-409697098',gssb_commit_addr,'',obc_ident,'',gssb_arm_manual,'-3199961',gssb_get_burn_config,'',tm_send_status,'1367174594',fp_show,'',com_update_status,'',gssb_burn,'',set_state,'4612768129546216439 12974684917943078451 1857753117',gssb_get_model,'',gssb_fss_set_config,'-791941153',obc_ident,'',tm_send_last,'760171865257280676 465230315973665078',gssb_get_version,'',gssb_get_status,'',gssb_get_status,'',drp_get_vars,'',com_set_node,'1103711211',gssb_set_burn_config,'-1202134944 -1085537630 2031946020 -944789773 1648485543 -1134891878 -1708030239',gssb_get_temp_int,'',gssb_get_model,'',com_update_status,'',gssb_commit_addr,'',fp_reset,'',gssb_antenna_release,'-1415604815 -1880808644 1179187936 879840306',gssb_get_version,'',gssb_update_status,'',eps_update_status,'',gssb_set_addr,'-698431994',test,'/<xm',gssb_fss_set_config,'376020691',gssb_update_status,'',gssb_update_status,'',gssb_select,'2119104519',gssb_set_addr,'-1541864801',drp_get_vars,'',gssb_update_status,'',obc_set_tle,'-1888380588 {]8^wOvhx*',fp_set_cmd_unix,'-502199782 1024323048 -690166026  ',com_update_status,'',gssb_antenna_release,'1646323993 28819385 287836598 -954376628',com_send_tc,'-1005747994 xSw.',gssb_get_uuid,'',obc_get_time,'1757590408',drp_set_deployed,'1935423861',gssb_set_burn_config,'1712339741 1265216127 593788101 -1170831279 -1516201627 1378321149 -1313902306',com_set_config,'t[wWJ| l8SnJRpT[l',com_set_config,'ky5 =`pp.!',-6,6.739988803863525,444020.0,10828.0
tm_set_ack,'15689429268728601463 3448906660087628870',obc_update_status,'',gssb_msp_cal_temp,'-1200175071 549167648',gssb_fss_commit_config,'',gssb_fss_set_config,'710175556',gssb_select,'-760886534',gssb_msp_get_temp,'',rw_get_speed,'',drp_ebf,'-881884854',gssb_fss_get_sun,'',tm_send_from,'8328857480728946350 2328655304078568999 4594174279368582748',com_update_status,'',tm_send_status,'-1599117098',tm_parse_status,'',eps_set_heater,'-1782885947 -35714437',gssb_msp_cal_temp,'-891661022 -1784399002',gssb_fss_commit_config,'',obc_pwm_pwr,'-440819047',gssb_fss_get_temp,'',com_update_status,'',gssb_set_addr,'222702823',obc_update_status,'',fp_reset,'',obc_set_pwm_duty,'945428082 -1504239020',obc_set_tle,'-1950496773 -o(0',drp_add_hrs_alive,'-1088880695',com_set_config,')u! .',gssb_fss_set_config,'-1143384085',gssb_commit_addr,'',fp_set_cmd_dt,'-1478661069 -587510088 -2035112763 r<1< -XEeFf<6&G',com_send_cmd,'1195797347 sYXL',eps_set_heater,'-1678849287 271988670',gssb_reset,'',gssb_antenna_release,'1458011566 -676613838 -1778602173 -1431971179',test,'wAO{j5CDA',gssb_burn,'',fp_reset,'',gssb_reset,'',obc_get_tle,'',tm_send_last,'4168065547893049914 8433231543600670166',com_update_status,'',fp_set_cmd_dt,'-53941307 1984331450 -576538169 ihD$kR_Rl] F',tm_get_last,'3371999256590289032',com_get_node,'',fp_set_cmd_unix,'1350159806 -393490403 -1315793129 #y ',drp_add_hrs_alive,'1899339244',obc_set_pwm_duty,'-832590921 1614553257',gssb_get_sun,'',eps_set_heater,'-2073917339 -1911024148',rw_get_current,'',-6,7.323234796524048,444020.0,10728.0
com_ping,'-1006650108',com_get_config,'vV{@1;eZ',gssb_pwr,'-973351546 2123155895',gssb_unlock_config,'-1888106145',obc_reset_wdt,'',drp_clear_gnd_wdt,'',gssb_fss_commit_config,'',obc_update_status,'',fp_set_cmd_dt,'332729312 -1341337485 1554470052 Dnx>C~Z>'9 ',init_dummy_sensor,'',gssb_burn,'',fp_set_cmd,'565436559 -1452117396 1204335359 -886313112 1935649154 306913591 96414806 2057304843 [3:TNW@X=E U5V',gssb_burn,'',drp_test_system_vars,'',drp_test_system_vars,'',gssb_pwr,'-308345076 -2080479513',gssb_set_addr,'-575950404',gssb_msp_cal_temp,'-2010209334 1062859040',fp_del_cmd,'1585838276 -582605344 1095208722 1183702994 636370238 1392360386',gssb_unlock_config,'-1268219385',com_get_config,'&fM00(e',tm_send_from,'4675325405984602945 12455664836634921619 1090282458365073308',gssb_fss_get_sun,'',gssb_arm_auto,'-548165112',eps_get_hk,'',rw_set_speed,'-1434485891 -959982705',fp_del_cmd,'-883396381 -548022680 1426193930 581887808 1070346239 625130599',fp_del_cmd_unix,'1350610755',gssb_update_status,'',tm_get_last,'1150467684666201000',eps_update_status,'',com_send_tc,'-240336814 ',gssb_get_temp,'',tm_send_status,'-1819101831',fp_del_cmd_unix,'-963032609',tm_send_all,'3965585653971787298 8066313302797732234',gssb_fss_get_temp,'',gssb_get_uuid,'',fp_reset,'',gssb_get_burn_config,'',gssb_msp_cal_temp,'12807921 1976910457',com_send_tc,'2130516418 -:knQ|a',drp_get_vars,'',rw_get_speed,'',gssb_fss_set_config,'-255159180',fp_del_cmd,'-646876709 641204495 236877987 542512731 -569179346 -207069823',eps_hard_reset,'',gssb_commit_addr,'',gssb_set_burn_config,'-1528271290 1696392549 -582605332 599050872 2003295140 -1393064142 -1336271685',gssb_set_addr,'-698616853',-11,9.430787801742554,444020.0,10620.0
com_reset_wdt,'-400901307',gssb_set_burn_config,'1014672691 -1255423812 -1036127649 1910397752 -201223329 -731437266 -1867385457',gssb_scan,'-875819235 282313430',fp_show,'',com_get_config,"'E:>9K(,vpb'",tm_send_from,'15590852233180356084 7952068024757329984 2192080305489796044',com_set_config,"'4;,> :})zh''",gssb_arm_manual,'-316853367',gssb_set_burn_config,'1140545986 -6566509 353853515 37344602 129614241 -1130945845 493578345',obc_get_sensors,'',gssb_set_addr,'-432221409',gssb_update_status,'',drp_add_hrs_alive,'1323319935',gssb_antenna_release,'1771204291 -201331059 -914215203 -472104651',gssb_fss_get_sun,'',eps_hard_reset,'',help,'',rw_get_speed,'',tm_send_status,'1146395549',obc_debug,'-1619230337',gssb_msp_cal_temp,'1695299563 143567395',fp_test_params,'-2028165719 B6~!o -747582770',gssb_arm_manual,'1418704221',com_ping,'1490425339',gssb_reset,'',tm_send_from,'18248118985495727332 13349839138524364956 9586708323914185306',obc_get_mem,'',tm_get_last,'5872949390189604983',eps_set_heater,'-1666086760 1726622100',eps_hard_reset,'',tm_send_last,'16510832546385262619 17265952055761934117',fp_set_cmd_dt,'-1202524123 108182563 2076170720 <V PkW',fp_del_cmd_unix,'-1993723275',gssb_msp_cal_temp,'441195569 29425850',gssb_get_temp_int,'',obc_prop_tle,'8008645685810030906',gssb_commit_addr,'',gssb_arm_auto,'-587690745',gssb_antenna_release,'856718647 -222210326 -135995929 330771482',gssb_antenna_release,'-1169654617 1120221162 842391363 1933903931',com_debug,'',gssb_fss_commit_config,'',gssb_scan,'708440551 -306502863',rw_get_speed,'',drp_test_system_vars,'',com_send_tc,"'2122680650 T,tU<B'",com_update_status,'',drp_test_system_vars,'',com_set_node,'-1575288043',gssb_get_temp_int,'',-6,8.046247005462646,444020.0,10588.0
obc_update_tle,'',gssb_scan,'-2070493704 -1062180025',gssb_get_version,'',obc_get_mem,'',drp_get_vars,'',gssb_fss_commit_config,'',gssb_fss_get_sun,'',fp_del_cmd_unix,'164565023',help,'',fp_reset,'',com_set_node,'-2094894758',gssb_get_status,'',gssb_msp_get_temp,'',tm_send_status,'1806252657',com_set_config,'E<nffZN ',obc_pwm_pwr,'-636972252',init_dummy_sensor,'',fp_test_params,'1526212125 c 706072908',fp_test_params,'1589573381 K6 940668536',fp_del_cmd_unix,'-1517514281',tm_parse_status,'',com_get_node,'',fp_show,'',tm_send_all,'11746324917191078844 11592834447952316487',drp_set_var,'-310269736 1133891874',gssb_commit_addr,'',gssb_fss_commit_config,'',gssb_msp_cal_temp,'-103943125 -574650275',obc_debug,'-391898636',com_ping,'-215759428',obc_reset_wdt,'',gssb_get_sun,'',fp_set_cmd_unix,'1602732433 -725143081 -1503822434 R4}?tXR -WXA3h',obc_reset_wdt,'',drp_get_vars,'',gssb_set_burn_config,'473258159 -1906514557 -2031174035 -264697852 1962316382 684643909 -693247094',fp_set_cmd,"'-1754804712 -1820883688 63395334 1033583099 -1235716870 1328183354 1910398247 -1211291213 T_M dhOi9,K'",drp_add_hrs_alive,'-1095191969',com_get_config,'',gssb_set_burn_config,'-1607716594 2079306498 -473585478 -392175665 -1590876268 1776853619 -1808639176',tm_send_all,'6116688926853309912 16151927934014492258',gssb_arm_auto,'-1219361468',obc_ident,'',obc_debug,'-1049521968',tm_send_from,'14522287739143075768 15554046640493549607 16454310372072683722',tm_send_last,'7663317322971030231 10405670930079997376',fp_reset,'',test,"'gHw,Z['",gssb_select,'-2019558694',gssb_get_burn_config,'',-6,6.726832389831543,444020.0,10884.0
obc_set_pwm_duty,'-55452152 2146190785',fp_reset,'',gssb_get_uuid,'',gssb_scan,'-1620103485 -1284042891',fp_show,'',gssb_arm_auto,'-1858871536',init_dummy_sensor,'',rw_get_speed,'',com_set_config,'P=?M!CBx:! ',gssb_get_version,'',gssb_get_temp,'',gssb_set_burn_config,'-1778203654 1786000745 -598961665 -128739437 -2027765878 -388130271 -1017334366',tm_parse_status,'',fp_reset,'',fp_set_cmd_unix,'-1547223831 1731800200 1615966206 A-r73n2 ',fp_set_cmd_dt,'1602362752 -1829846992 2030506552 &@m&1 (IH[vdDahk',com_get_node,'',drp_set_deployed,'-1595570717',gssb_unlock_config,'-67323858',com_reset_wdt,'373621703',com_reset_wdt,'2103354741',set_state,'6225411350363638498 1130996147374103572 397786943',drp_set_deployed,'-470667291',rw_get_speed,'',gssb_fss_commit_config,'',drp_ebf,'-1126990337',tm_send_from,'6247850115311423773 18353455464034095150 1107320198468365165',drp_set_var,'-1279310282 -1997566567',eps_get_config,'',obc_get_sensors,'',com_send_data,'R|^&hw^X',com_reset_wdt,'-194108612',com_reset_wdt,'1672518569',gssb_fss_commit_config,'',obc_get_mem,'',eps_hard_reset,'',gssb_msp_get_temp,'',gssb_fss_get_sun,'',drp_clear_gnd_wdt,'',obc_pwm_pwr,'536301044',init_dummy_sensor,'',com_send_rpt,'1182920558 ;6]8tk3',obc_update_tle,'',fp_reset,'',com_update_status,'',gssb_get_temp_int,'',tm_send_status,'566886961',obc_set_pwm_duty,'-1471634887 -44321727',gssb_get_uuid,'',gssb_fss_commit_config,'',-6,7.388481855392456,444020.0,10432.0
obc_get_sensors,'',tm_set_ack,'9304058541418423065 4150877465461489658',obc_update_tle,'',gssb_get_version,'',obc_reset_wdt,'',gssb_msp_cal_temp,'-2027660800 879700185',com_update_status,'',drp_set_var,'1184976488 1679636367',tm_send_all,'8347749449422545585 9211641168138201515',gssb_reset,'',gssb_update_status,'',gssb_msp_cal_temp,'1906840808 -149695125',fp_test_params,"'948569049 Vm3""Ms@}K. 1060559126'",eps_get_config,'',gssb_scan,'-1360891135 -1048866527',fp_set_cmd,'-464722837 1899731364 1085502555 -1185828913 -1764103959 754450401 -372987829 582737232 - mF)gcO+\r',drp_clear_gnd_wdt,'',gssb_get_version,'',obc_ident,'',obc_get_sensors,'',com_reset_wdt,'-363571747',eps_get_hk,'',gssb_reset,'',gssb_update_status,'',obc_pwm_pwr,'151230382',tm_set_ack,'4081076104377210176 9066058317203899287',gssb_get_model,'',init_dummy_sensor,'',drp_clear_gnd_wdt,'',gssb_get_version,'',fp_reset,'',com_set_config,'Q~mU~W<Tg. T@Sj',obc_set_tle,'1551564621 rT',gssb_arm_manual,'32915431',com_get_node,'',drp_ebf,'757788616',obc_set_pwm_freq,'-974357480 35779348461325617816510964411032925441',gssb_msp_get_temp,'',drp_set_var,'-1684174257 796570048',init_dummy_sensor,'',gssb_get_uuid,'',tm_send_from,'11675546544524912248 51237116679736191 17540073196471664334',com_set_config,'p.u]%MlV%$ c*[2XOH[L',gssb_burn,'',fp_del_cmd,'-1614290352 -1663433546 -2028069586 -1147141818 -225810302 -1765661430',obc_get_tle,'',obc_debug,'-18451943',fp_show,'',fp_test_params,'1465115544 alkG -1159523112',gssb_arm_auto,'-952123230',-11,7.408684968948364,444020.0,10692.0
fp_test_params,'1430993399 H]LNYT 1256864479',fp_show,'',com_reset_wdt,'190104588',gssb_commit_addr,'',eps_set_heater,'-1480211849 -503746702',tm_set_ack,'8887100145326455273 15182745802131089579',drp_get_vars,'',rw_get_speed,'',drp_clear_gnd_wdt,'',gssb_select,'2139718977',tm_send_from,'16646179954265723476 10945219900306636434 9845518490809447497',obc_set_pwm_freq,'-373745601 241389623725336823475525815499090002864',rw_set_speed,'-1928462719 -347539591',init_dummy_sensor,'',fp_del_cmd_unix,'194190902',obc_set_tle,'-1113808525 y',gssb_unlock_config,'1841555121',fp_set_cmd,'792495723 -161173864 59911234 1590149067 -1023924060 -1049652920 1454187101 186454110 _~T&b|1lQ s',gssb_get_sun,'',fp_test_params,'-264200259 zpmE 1685387745',gssb_msp_cal_temp,'543228840 -1346749285',fp_show,'',gssb_fss_get_temp,'',com_send_cmd,'280592736 =([06',gssb_scan,'-1584021894 1338096558',com_reset_wdt,'-255227612',gssb_burn,'',tm_send_last,'7345545709927717840 14530839134856321277',gssb_msp_cal_temp,'-281616687 1914552217',rw_get_speed,'',rw_get_speed,'',fp_set_cmd_dt,'-2124503528 -447315496 918492087  Ordp!',tm_send_status,'1742505755',drp_clear_gnd_wdt,'',drp_get_vars,'',com_send_cmd,'-1982217977 u@tBUnVq',eps_set_heater,'-1207825245 -530747370',test,'nK?5fB',obc_update_status,'',obc_update_tle,'',obc_debug,'-368100446',tm_send_all,'7148351957331552339 11671506737276810638',gssb_update_status,'',gssb_burn,'',com_ping,'1554668652',tm_send_from,'12743851935341513619 17774998735539582605 5663560941160858778',obc_get_mem,'',gssb_get_temp,'',obc_reset_wdt,'',rw_set_speed,'1963701695 -809246596',-6,7.228942155838013,444020.0,10636.0
fp_test_params,'164403190 (@~|L]R 1646463115',gssb_msp_cal_temp,'178573847 570474914',gssb_select,'1429448161',obc_reset_wdt,'',gssb_arm_auto,'219055585',tm_parse_status,'',tm_send_all,'8212054915257896417 216479174510098948',obc_update_status,'',fp_show,'',eps_set_heater,'-1443954149 536674231',help,'',set_state,'13282924188581763492 9804009723498919036 2044539214',gssb_arm_manual,'-2112677064',gssb_get_status,'',obc_reset_wdt,'',gssb_get_temp,'',fp_del_cmd,'1590212457 -1913053863 -1703576610 482995232 -220125111 -1319911928',gssb_get_uuid,'',obc_set_pwm_freq,'6697717 -18641429435350714712476747399660338932',eps_set_heater,'-1471425884 -1128819429',com_update_status,'',gssb_set_addr,'-1275157387',eps_get_hk,'',com_send_cmd,'-1876779793 |aKU(I~X<W',help,'',gssb_burn,'',com_ping,'1109601852',tm_send_all,'2975101801111301727 6549036268805532815',gssb_fss_set_config,'1063333665',help,'',eps_hard_reset,'',gssb_burn,'',rw_set_speed,'-1248962663 2083994794',obc_pwm_pwr,'-537005374',obc_set_tle,'-1904420965 ~',gssb_select,'1896802873',gssb_msp_cal_temp,'1272366747 1925632192',com_set_node,'1073653207',gssb_arm_auto,'1602959160',eps_update_status,'',gssb_fss_get_temp,'',gssb_get_uuid,'',com_get_node,'',fp_test_params,'-1411437816 d7 1739004320',gssb_commit_addr,'',drp_ebf,'-1599552894',gssb_fss_commit_config,'',fp_set_cmd,'-1968654845 -2073211413 -240205798 -524418594 584461411 1838128825 1494013571 -620734360 M TO4',gssb_get_uuid,'',gssb_arm_manual,'1291868064',-6,7.318033218383789,444020.0,10612.0
obc_prop_tle,'7202949427567499968',drp_test_system_vars,'',fp_del_cmd,'1538492315 1559718249 1764186365 319165489 -508245134 -1471729869',com_send_data,'a!}lN',fp_set_cmd,'-402203202 419553431 -127209305 747592836 -125300591 130552646 491983003 869815506 F+bp]cGk bG(0LW',rw_get_current,'',gssb_arm_auto,'1574482281',com_set_config,"'VVzblwkyV] +-""'",com_ping,'886852782',gssb_fss_set_config,'169753034',com_send_data,'',gssb_antenna_release,'574852293 1582516522 -1905228051 -1012086154',com_reset_wdt,'425955213',test,'mTA}|#'fm',gssb_get_uuid,'',gssb_pwr,'1480932136 123833706',set_state,'2526842569019300297 1424759496493748577 66954500',drp_set_var,'-646480932 567070619',com_send_data,'Y',eps_get_config,'',gssb_burn,'',gssb_fss_get_temp,'',gssb_get_temp,'',eps_hard_reset,'',gssb_unlock_config,'-1145189856',fp_del_cmd,'-1676044838 211837804 24179835 22308520 531793201 773188769',tm_get_last,'5581771276096372622',drp_set_deployed,'-2068376133',drp_test_system_vars,'',gssb_get_status,'',eps_get_config,'',com_send_tc,'-1616236279 ',gssb_fss_get_sun,'',com_get_node,'',gssb_get_model,'',obc_prop_tle,'8125519245734781038',fp_test_params,"'-102882304 ""2 990825166'",obc_set_tle,'1803445386 n4\qU:G',tm_send_from,'7601079944705356674 15465617367340267062 13124580232009521343',gssb_fss_get_temp,'',com_update_status,'',rw_set_speed,'-543500527 1795819754',obc_pwm_pwr,'1505836883',com_set_config,"'5Q30icVDj$ bOI@w""h'",eps_get_config,'',gssb_pwr,'2098062855 -1369709970',gssb_get_temp_int,'',drp_set_deployed,'1850937178',fp_show,'',com_get_config,'3T',-11,9.883142232894897,444020.0,10656.0
